OBJECTID,SYSTEM,MONTHDAY_INSTALLED,YEAR_INSTALLED,LIFECYCLESTATUS,OWNER,SUBTYPE,HYDRAULICID,FACILITYID,VEGETATION,Shape__Area,Shape__Length
4893,GSWI,1_6,2014,ACT,PRIVMAND,3,,a8172274-8fce-41db-bc81-d51fc4c852f0,,293.578125,136.097022619446
4894,GSWI,1_6,2014,ACT,PRIVMAND,3,,544284ea-b669-4959-80e8-832f03d9616d,,343.9140625,143.930932823419
4895,GSWI,1_6,2014,ACT,PRIVMAND,3,,09e5c55c-7897-4531-8da0-9b3fbe89c535,,240.98828125,79.9770213403601
4896,GSWI,1_6,2014,ACT,PRIVMAND,3,,ed839582-6827-48c8-aa8a-bef097a12e39,,160.63671875,58.8861808846078
4897,GSWI,9_13,2016,ACT,PRIVMAND,3,,2b0d2766-9a78-4a9a-b7df-a2f40ac5be17,,329.00390625,84.2719507363337
4898,GSWI,8_8,2014,ACT,PRIVMAND,3,,e5166cec-e7ac-4fc4-8ed7-077944689687,,551.609375,291.000214276311
4899,GSWI,8_8,2014,ACT,PRIVMAND,3,,6a823310-7dea-4b2a-83f1-c7bb758d3540,,564.11328125,151.878080750489
4900,GSWI,8_8,2014,ACT,PRIVMAND,3,,5ba18934-8b0b-490f-823d-eb1072e2db6b,,222.67578125,119.025262265604
4901,GSWI,8_8,2014,ACT,PRIVMAND,3,,2672840b-fdca-4008-b8d4-d6339ce57a8a,,176.43359375,109.499991673147
4902,GSWI,8_8,2014,ACT,PRIVMAND,3,,7f3f1b69-6ae9-4505-9616-d14017975d04,,145.46875,57.649047269199
4903,GSWI,8_8,2014,ACT,PRIVMAND,3,,202afaa2-6be1-4b53-b10c-092878b61a8f,,239.19921875,135.344973853617
4904,GSWI,8_8,2014,ACT,PRIVMAND,3,,176bdc61-ecdf-47ea-b7ef-e6114446bf2c,,140.31640625,81.0267483355113
4905,GSWI,8_8,2014,ACT,PRIVMAND,3,,b0dcc739-383c-4810-9969-380c4d19b704,,537.796875,255.437313990724
4906,GSWI,8_8,2014,ACT,PRIVMAND,3,,e4758839-80b9-4750-bba6-a6e5ee4f9400,,440.82421875,140.316085728105
4907,GSWI,8_8,2014,ACT,PRIVMAND,3,,71b2f872-1234-4f7a-87b8-ed3f9de10a6c,,349.66015625,160.575217206294
4908,GSWI,8_8,2014,ACT,PRIVMAND,3,,4f532f48-3e0c-484e-9827-67892c006402,,266.97265625,127.58394110949
4909,GSWI,,,PRP,PRIVMAND,3,,86fb934d-d426-4126-b830-57a0fbb44411,,11.18359375,17.5029569030381
4910,GSWI,,,PRP,PRIVMAND,3,,c04af0b2-ddbe-4264-924b-2fd784ca278d,,13.82421875,20.9044527066956
4911,GSWI,,,PRP,PRIVMAND,3,,d9a2c043-773e-465d-8254-cdf7207c3ac7,,13.82421875,20.9043497521178
4912,GSWI,,,PRP,PRIVMAND,3,,1d0149b0-d87d-4c1c-8fae-5c40425fddaa,,13.82421875,20.9042256073256
4913,GSWI,,,PRP,PRIVMAND,3,,6892384d-6e11-488d-bea4-237f1ceb6be2,,13.83203125,20.9041012182171
4914,GSWI,,,PRP,PRIVMAND,3,,636100eb-28a1-46fb-b48b-f6c7705bdf1c,,13.82421875,20.9039104924339
4915,GSWI,9_25,2013,ACT,PRIVMAND,3,,54bf31d4-d9bb-4f42-af7e-4ae1e6c0b8d4,,193.5703125,108.336693557718
4916,GSWI,9_25,2013,ACT,PRIVMAND,3,,1b5979ef-b6b2-4700-b9e8-2e0ecd936657,,193.58203125,108.33815430384
4917,GSWI,9_25,2013,ACT,PRIVMAND,3,,09235ddf-0a84-46a3-b4e4-4030c8c7764a,,51.1640625,48.5845786184883
4918,GSWI,8_1,2007,ACT,PRIVMAND,3,,6aac42d3-2a96-465e-a82f-b64a8a1760dc,,424.10546875,90.0371151918085
4919,GSWI,8_30,2016,ACT,PRIVMAND,3,,4397360f-a796-4631-bd65-7e6d49699dbe,,190.26953125,78.5043583253117
4920,GSWI,11_12,2014,ACT,PRIVMAND,3,,f9a03937-5d80-4ba7-8e68-da9c8b772af4,,67.26953125,33.2322117136584
4921,GSWI,11_12,2014,ACT,PRIVMAND,3,,4ef902c1-719e-4e2a-a763-2844e721dc26,,65.96875,78.9039666267166
4922,GSWI,10_31,2017,ACT,PRIVMAND,3,,61a8ccf4-01f8-4cfd-baca-e4232c71100f,,726.04296875,194.470862335871
4923,GSWI,2_24,2015,ACT,PRIVMAND,3,,33035302-0897-4a23-aa19-1a7ad5a8c96d,,15.625,15.9218850487625
4924,GSWI,2_24,2015,ACT,PRIVMAND,3,,45b366b3-f871-4f52-a91c-c1e4b49aa282,,75.6328125,34.9914618137891
4925,GSWI,2_24,2015,ACT,PRIVMAND,3,,c719aca7-8c46-4fc9-9a0e-ae0be921712a,,21.06640625,19.8053939837398
4926,GSWI,2_24,2015,ACT,PRIVMAND,3,,f7ac13a3-9c16-4381-9722-d819853157a4,,32.1015625,23.9649628910447
4927,GSWI,8_15,2014,ACT,PRIVMAND,3,,34728705-6fa2-4c2c-a5f5-363b06f97681,,55.3671875,27.3789241671764
4928,GSWI,8_15,2014,ACT,PRIVMAND,3,,3f72a487-f270-43a6-b790-529b794b75fa,,493.14453125,91.1592231291602
4929,GSWI,1_21,2015,ACT,PRIVMAND,3,,d4fadd35-735e-4a7a-9c49-c05a0c2d5ea2,,136.45703125,68.7932655990007
4930,GSWI,1_24,2019,ACT,PRIVMAND,3,,df7f2f5e-6cb9-4a49-9c86-dc06094b3982,,256.48046875,109.346467364618
4931,GSWI,10_1,2014,ACT,PRIVMAND,3,,ff7eed09-4bfb-4873-8ba8-dc6b27717fdd,,363.2265625,81.8987193565646
4932,GSWI,,,PRP,PRIVMAND,3,,eef86830-9b1c-49e2-82fc-1db8745a315a,,110.92578125,76.4836085111648
4933,GSWI,,,PRP,PRIVMAND,3,,a4de4b14-2bdb-4431-be63-ef1137e850c1,,37.3984375,24.9716204160521
4934,GSWI,,,PRP,PRIVMAND,3,,df0ac3b7-5dff-485e-b40c-ea85985b60b5,,82.91796875,39.0441667379414
4935,GSWI,,,PRP,PRIVMAND,3,,7e9cd1e1-3b7d-4d3c-8888-ca865d3ba04a,,544.0234375,133.233762882215
4936,GSWI,10_5,2016,ACT,PRIVMAND,3,,d6576435-f6ba-408d-875c-a98b7a59f230,,33.13671875,33.0750316051878
4937,GSWI,12_16,2014,ACT,PRIVMAND,3,,612553d8-0a3d-47fd-b19a-f80a39e46457,,400.09375,74.1505184421662
4938,GSWI,,,PRP,PRIVMAND,3,,d303e540-d8f3-40f8-b9a5-9e2991f967cc,,3194.98828125,345.543984966159
4939,GSWI,,,PRP,PRIVMAND,3,,c3bb6d0b-d3e4-4bf6-939e-fed5e9aeacb5,,2838.6484375,727.821752869718
4940,GSWI,,,PRP,PRIVMAND,3,,41d2aeb4-0896-4b1b-82f5-ff746b21caa5,,5901.88671875,356.878901188585
4941,GSWI,,,PRP,PRIVMAND,3,,1b8d81dc-64ca-4eb4-8fa4-be338ee69aef,,2678.078125,221.822047959689
4942,GSWI,,,PRP,PRIVMAND,3,,25a41568-6b4b-4aa9-b90d-2047014711a4,,118.6484375,134.820862390489
4943,GSWI,9_2,2014,ACT,PRIVMAND,3,,71925b15-d4e6-4aa9-988b-d2fa2163c35c,,158.49609375,55.8645950420165
4944,GSWI,9_2,2014,ACT,PRIVMAND,3,,e619cf64-affc-4470-911b-86200924434b,,44.671875,43.5267802996269
4945,GSWI,9_2,2014,ACT,PRIVMAND,3,,cfa91017-69c4-4089-9daa-64e14fca691a,,46.0546875,37.4057488046589
4946,GSWI,9_2,2014,ACT,PRIVMAND,3,,36ba8027-686b-4443-8837-0ed4f1ade6a3,,118.39453125,91.7301406618267
4947,GSWI,9_2,2014,ACT,PRIVMAND,3,,1dfeb066-2672-458a-958a-2849a4c2830f,,172.56640625,46.6288212273036
4948,GSWI,9_2,2014,ACT,PRIVMAND,3,,e8f23800-c1fc-4ef0-838b-8340c5ed117d,,139.73046875,61.3634173213843
4949,GSWI,9_2,2014,ACT,PRIVMAND,3,,303d09e0-1964-4aec-a454-cc5abed447ad,,42.859375,34.0843843986705
4950,GSWI,9_2,2014,ACT,PRIVMAND,3,,3c515792-ccca-4bd3-8368-05e82201dc34,,45.50390625,34.1805237951784
4951,GSWI,9_2,2014,ACT,PRIVMAND,3,,c9c3c3c8-0036-46b5-a84e-68b16656382e,,338.60546875,153.92189397442
4952,GSWI,,,PRP,PRIVMAND,3,,1cfdaec9-75e3-4e03-af34-d7bba577b263,,993.25390625,156.299832986576
4953,GSWI,,,PRP,PRIVMAND,3,,cc6dd0f4-6ed0-4049-9cf2-1ecea0553ec0,,877.72265625,121.981748662039
4954,GSWI,,,PRP,PRIVMAND,3,,d836750c-a27a-47da-bf65-1086e46c461b,,394.8515625,152.753562453663
4955,GSWI,,,PRP,PRIVMAND,3,,8b3c9016-447a-4199-8280-cb3eb34704bc,,1758.55078125,201.727268591672
4956,GSWI,,,PRP,PRIVMAND,3,,325eac29-95bb-47d1-a2f8-d57435369cb9,,823.8203125,111.895081443739
4957,GSWI,,,PRP,PRIVMAND,3,,180d17c7-a3f6-4494-a514-ae55954d00fe,,1708.22265625,195.136046926261
4958,GSWI,,,PRP,PRIVMAND,3,,6f15871e-f07a-48c2-a755-30ba730327f0,,2202.734375,271.179677633142
4959,GSWI,,,PRP,PRIVMAND,3,,ff1f6b11-8521-463f-9030-aa5fd777fefd,,794.48046875,104.405992561569
4960,GSWI,2_27,2015,ACT,PRIVMAND,3,,b771ef9a-48d1-44c0-8d4c-f4f105b26dbe,,1023.02734375,433.008733491981
4961,GSWI,,,ACT,PRIVMAND,3,,0beafc94-5350-44db-9a63-66063f8fd3f1,,135.16796875,52.7024344321535
4962,GSWI,6_26,2012,ACT,PRIVMAND,3,,ca7aeaa1-436a-4d74-b34b-c91f08577b31,,91.19140625,48.565951162567
4963,GSWI,8_15,2014,ACT,PRIVMAND,3,,f5d1fb7a-4bc3-44bf-a04a-a772d4d867e9,,87.1953125,49.610949915629
4964,GSWI,2_25,2020,ACT,PWD,3,,67e85757-cde4-4c42-beda-3d500dd7f424,,404.453125,102.775179096183
4965,GSWI,3_4,2014,ACT,PRIVMAND,3,,7f613395-24eb-4e9a-81c3-904e09e2e54f,,302.859375,93.4369395880827
4966,GSWI,3_4,2014,ACT,PRIVMAND,3,,640ac0d1-5925-4657-82f8-986814bdd72e,,148.765625,75.3395115727542
4967,GSWI,4_26,2016,ACT,PRIVMAND,3,,4959a358-537d-4d52-85ce-089d523098c9,,640.60546875,185.309341550057
4968,GSWI,11_6,2015,ACT,PRIVVOLSMIP,3,,82a34f66-fc33-42ab-b270-875bcfcfb9fa,,142.390625,53.3213976472
4969,GSWI,11_6,2015,ACT,PRIVVOLSMIP,3,,a634071b-271d-4d56-b79e-c38ec888cad7,,52.8046875,30.2692100072535
4970,GSWI,11_6,2015,ACT,PRIVVOLSMIP,3,,833b76a9-2697-4be9-aa22-3f8f1746321b,,465.1953125,87.6420326588256
4971,GSWI,11_6,2015,ACT,PRIVVOLSMIP,3,,b407df56-e46b-447f-b99b-478989d3d567,,283.83984375,116.621708450784
4972,GSWI,3_5,2014,ACT,PRIVMAND,3,,433a3c47-04b0-43ad-8560-b4ede679bd6f,,1186.99609375,235.368194958753
4973,GSWI,3_5,2014,ACT,PRIVMAND,3,,fd2517bd-01d3-409e-8c56-74441a2e10d2,,78.0078125,74.8142154029765
4974,GSWI,3_5,2014,ACT,PRIVMAND,3,,2dcaf964-9a80-4f7a-86e4-1bb0457f2972,,60.82421875,79.1834416777771
4975,GSWI,2_18,2016,ACT,PRIVMAND,3,,c0c2e928-a40c-4d39-8f42-a3a070a401bf,,263.7421875,66.0117843696816
4976,GSWI,3_5,2014,ACT,PRIVMAND,3,,ce1cf025-1e44-4a68-bec1-fbc86c2dcaf5,,11.8515625,26.039890364444
4977,GSWI,3_5,2014,ACT,PRIVMAND,3,,925f0b55-9d20-4436-a7f5-87b34cee8adc,,30.1484375,24.8086100354047
4978,GSWI,3_5,2014,ACT,PRIVMAND,3,,bd5aac81-6394-415e-a0ca-addffbd0f598,,52.1484375,80.0998034438336
4979,GSWI,3_5,2014,ACT,PRIVMAND,3,,8384337d-0fd7-462f-b110-71282c7c3340,,115.8046875,154.187080207483
4980,GSWI,5_1,2015,ACT,PRIVVOLSMIP,3,,1681b4e9-c9a1-4ee4-bc7e-bf1c7dbe4424,,493.5078125,108.436603057945
4981,GSWI,11_15,2012,ACT,PRIVVOL,3,,cf73077a-9776-438b-a5b0-b0df8bbfbd74,,415.56640625,109.685028583626
4982,GSWI,,,PRP,PRIVMAND,3,,7e8cb937-6a37-48c3-b22e-4c30ec9ca3eb,,73.03125,34.6121970238963
4983,GSWI,,,PRP,PRIVMAND,3,,f275905b-900a-4705-8282-f7861638a880,,124.12109375,48.7806983113818
4984,GSWI,9_13,2016,ACT,PRIVMAND,3,,2e9e175f-4ae2-41b5-abf9-797101885f89,,355.234375,184.446484862606
4985,GSWI,9_13,2016,ACT,PRIVMAND,3,,338fa677-e1cf-426a-a4d7-dabc243422f1,,262.14453125,91.8896096282239
4986,GSWI,9_13,2016,ACT,PRIVMAND,3,,478ed0da-bd95-4453-b5cc-f204a23defa8,,1432.81640625,249.82486709707
4987,GSWI,3_14,2019,ACT,PRIVMAND,3,,a85f4fbd-714b-4f63-830e-f14afa41fa1a,,217.17578125,61.4586643204169
4988,GSWI,6_6,2016,ACT,PRIVMAND,3,,3dd2413b-1598-4dc9-aacc-a28c9be8aa76,,969.5703125,123.987087676109
4989,GSWI,8_24,2016,ACT,PRIVVOLSMIP,3,,f842ef8d-5285-4fca-9151-381d09f0f532,,31.99609375,37.6365216028678
4990,GSWI,8_24,2016,ACT,PRIVVOLSMIP,3,,bf105ebc-4bda-4a94-9dd0-92c463ae847d,,76,52.0517089600439
4991,GSWI,8_24,2016,ACT,PRIVVOLSMIP,3,,60f2e41b-7b6d-4bf0-84da-5a4ad41609b4,,52.90234375,38.1617684992678
4992,GSWI,8_24,2016,ACT,PRIVVOL,3,,eee470f5-3190-457e-a901-0437f83963b7,,233.984375,87.9839900910835
4993,GSWI,12_5,2016,ACT,PRIVVOL,3,,ca3c28e1-e15d-4dd8-9659-ed9527368614,,161.828125,90.0203774250193
4994,GSWI,12_5,2016,ACT,PRIVVOL,3,,5f5981f8-97e9-4241-ba7a-898cdc84a75a,,63.046875,34.1283104421178
4995,GSWI,12_5,2016,ACT,PRIVVOL,3,,5c2422e5-5d8c-4f62-9eac-1370ba7066d3,,44.41796875,33.2021734848764
4996,GSWI,7_28,2015,ACT,PRIVMAND,3,,85bf69b0-5b36-4744-aaa4-b1c67ecd921a,,470.5234375,87.4729645870788
4997,GSWI,10_24,2016,ACT,PRIVVOLSMIP,3,,1d44041e-7ee1-4aeb-8597-2d4517cd722c,,494.45703125,89.0400657756916
4998,GSWI,10_24,2016,ACT,PRIVVOLSMIP,3,,f394df0f-20b5-439c-bc14-8d3750efdaf6,,1053.2265625,177.29556100088
4999,GSWI,2_2,2017,ACT,PRIVVOLSMIP,3,,eec2bcca-1e9e-44ff-bd1a-01472c243767,,54.74609375,29.948875158287
5000,GSWI,,,PRP,PRIVMAND,3,,ad9d9b3c-c1de-4290-a3cc-f71587303ec7,,296.8125,69.9152613091078
5001,GSWI,12_16,2016,ACT,PWD,3,,a395fd9f-ec9b-4945-9784-c310e939e2f6,,225.05078125,67.3831018350767
5002,GSWI,9_7,2017,ACT,PRIVMAND,3,,8818828f-9ca0-440e-b21c-322eb5617326,,181.01953125,76.0443738108927
5003,GSWI,11_23,2018,ACT,PRIVMAND,3,,a4b9edc3-0b6f-4ec6-8ad2-dfcceafb4bcf,,111.65234375,61.8052538232706
5004,GSWI,4_21,2017,ACT,PRIVMAND,3,,cd57689a-63c4-41e8-9c18-5204c8a5195b,,2953.33203125,313.465036100488
5005,GSWI,11_25,2015,ACT,PRIVMAND,3,,f3e11a71-31a7-4849-8c07-acfd3ace7ea4,,3131.94921875,446.930928960142
5006,GSWI,11_25,2015,ACT,PRIVMAND,3,,cf3c985e-3432-4bcb-9d23-30ebf5eef7a5,,1705.31640625,226.190360295538
5007,GSWI,11_25,2015,ACT,PRIVMAND,3,,410e71a7-fef9-400d-824f-3ba4b71bcdc8,,18952.90625,562.914462917347
5008,GSWI,1_23,2019,ACT,PRIVMAND,3,,b4ffb7c8-60d1-4549-8bbf-ad9576788af9,,395.4140625,80.8738891731502
5009,GSWI,12_9,2016,ACT,PRIVMAND,3,,a4b7e965-8842-44c3-ac79-91a09f6ec5e0,,744.2734375,99.0738027540134
5010,GSWI,5_17,2018,ACT,PRIVMAND,3,,961dd6b8-bda9-438a-979a-246b7b75df9e,,82.6171875,56.8586520510059
5011,GSWI,5_17,2018,ACT,PRIVMAND,3,,01e696fe-9838-4996-b96b-c6d4683ec8fa,,126.3203125,50.6487325174836
5012,GSWI,5_17,2018,ACT,PRIVMAND,3,,528b55c4-a161-483d-88e6-b5248a3f1bb5,,95.73046875,42.5512127933345
5013,GSWI,6_20,2016,ACT,PRIVMAND,3,,b16099f3-7e20-4b2d-a142-2e6985d53c3a,,55.5234375,33.221794325175
5014,GSWI,6_20,2016,ACT,PRIVMAND,3,,440034e3-8b6f-423f-b15a-a09f5db8880a,,59.14453125,34.5792381460235
5015,GSWI,12_16,2019,ACT,PRIVMAND,3,,4ecd4b3c-18c4-47c1-a19b-52bdcd0598f6,,41.12109375,27.3760140215787
5016,GSWI,2_27,2013,ACT,PRIVMAND,3,,a6efbf01-b143-415f-a166-4925ca21ae42,,127.62109375,49.786335367135
5017,GSWI,2_27,2013,ACT,PRIVMAND,3,,eb808842-0099-4aef-a15a-79b0cec0f6c1,,215.29296875,75.2465039053
5018,GSWI,2_8,2016,ACT,PRIVMAND,3,,bfbf213f-4f77-4153-97f7-4f23a443ec5a,,151.0234375,64.1859689631585
5019,GSWI,2_8,2016,ACT,PRIVMAND,3,,18456a4b-85d4-4826-bd34-92ddb2ef203b,,169.890625,67.1867117580469
5020,GSWI,2_8,2016,ACT,PRIVMAND,3,,df564cb6-d155-4b9a-8987-5b2578e83368,,225.08203125,83.8552965065209
5021,GSWI,2_8,2016,ACT,PRIVMAND,3,,87eb6782-251c-4dcc-b33e-4ea1a41ccab1,,286.87109375,92.7870898255519
5022,GSWI,1_30,2019,ACT,PRIVMAND,3,,0729ce2d-1d25-45b3-b2bc-a39b67401b1c,,253.2578125,61.6351005832938
5023,GSWI,1_30,2019,ACT,PRIVMAND,3,,cac72843-9543-4221-9bbf-745effaa2b94,,359.08203125,74.0816455503756
5024,GSWI,1_30,2019,ACT,PRIVMAND,3,,6462d8b1-93e7-400a-b9b0-a1f3d6d72d41,,144.2109375,65.0837685831316
5025,GSWI,,,PRP,PRIVMAND,3,,ee28fc75-1483-4b13-ae50-131ad5d4e4da,,28.80078125,28.1541136721996
5026,GSWI,,,PRP,PRIVVOL,3,,20c03bcf-96e7-4945-95bc-4640992a21a2,,357.5234375,137.898832422489
5027,GSWI,,,PRP,PRIVVOL,3,,97f73ed8-2894-4e97-aaae-6d0c14154856,,206.140625,123.669215698581
5028,GSWI,,,PRP,PRIVVOL,3,,1f4f3068-bd77-4af8-aed3-fa29c33d6682,,199.5234375,151.846176742632
5029,GSWI,10_20,2020,ACT,PRIVMAND,3,,5ca5d8c9-293c-4aad-af03-3b84f7e5c993,,29.68359375,21.0661876991189
5030,GSWI,10_20,2020,ACT,PRIVMAND,3,,3743751d-3783-4b9b-a960-e3a5f9380982,,35.625,23.5439018721668
5031,GSWI,10_20,2020,ACT,PRIVMAND,3,,c9ca1265-eb2a-4cfe-9db9-aa73511d5171,,54.73046875,37.6022300318426
5032,GSWI,8_8,2017,ACT,PRIVMAND,3,,b68004a5-e797-43fc-86e5-dea9c7921161,,345.23046875,190.609866227066
5033,GSWI,1_9,2015,ACT,PRIVMAND,3,,48b2ac84-286b-45dc-adb7-f5e49c8df51c,,32.078125,33.398160533708
5034,GSWI,1_9,2015,ACT,PRIVMAND,3,,526e41d4-2c87-4d66-9473-3dbfe6d25bec,,56.82421875,34.5194036418272
5035,GSWI,1_9,2015,ACT,PRIVMAND,3,,d6b5f0b9-806c-40c0-a636-c29aea80b1de,,274.36328125,75.5775817732043
5036,GSWI,4_22,2021,ACT,PRIVMAND,3,,a34cfa53-19ca-4408-8e8b-25c5e491c6b2,,66.4921875,45.3278731319416
5037,GSWI,9_27,2016,ACT,PRIVVOLSMIP,3,,1b0cb27d-f8d5-4bac-a69e-7d39f496aa57,,757.671875,113.860346159259
5038,GSWI,9_27,2016,ACT,PRIVVOLSMIP,3,,36c1e0c8-4139-411a-b3fc-d76c1dbbb588,,193.44921875,90.2513405882198
5039,GSWI,7_6,2020,ACT,PRIVMAND,3,,f8a74689-264a-44ad-b83b-562a4d2e2974,,26.28515625,51.0382480060109
5040,GSWI,9_27,2016,ACT,PRIVVOLSMIP,3,,34e5e5df-b679-4b18-a2f4-ee0cfc3ce131,,440.83984375,95.9495439069348
5041,GSWI,1_18,2017,ACT,PRIVVOLSMIP,3,,1946511f-b5b4-4698-80f7-1d107eeacc43,,143.22265625,50.8692535858671
5042,GSWI,1_18,2017,ACT,PRIVVOLSMIP,3,,7d76b324-5f4d-4278-a092-7b17ef9d9a37,,304.41796875,79.1337898728676
5043,GSWI,1_18,2017,ACT,PRIVVOLSMIP,3,,c967353b-40ed-4def-aff3-cb89034d61c0,,310.71484375,91.7395462689245
5044,GSWI,2_13,2018,ACT,PRIVMAND,3,,347cded2-c3fa-4a5b-9952-43af5cbdf2c2,,1719.05859375,159.763997668638
5045,GSWI,8_14,2017,ACT,PRIVMAND,3,,d8b3d5e5-944d-468c-9faa-7bcf1d134795,,97.87109375,193.234549188422
5046,GSWI,1_18,2017,ACT,PRIVVOLSMIP,3,,86c95cc1-262b-495b-9cf4-d575bf8b7444,,326.27734375,170.812347139665
5047,GSWI,10_16,2013,ACT,PRIVMAND,3,,5d4cf879-b523-40dc-9e68-6eafea780ca5,,259.35546875,109.046176167602
5048,GSWI,3_16,2015,ACT,PRIVMAND,3,,044c2cf1-d07e-4474-9c8e-0689692b57bf,,87.26953125,43.7630038905605
5049,GSWI,1_18,2019,ACT,PRIVMAND,3,,7ac8c6ab-5123-4d0b-8670-8c924df44b1d,,298.8515625,98.7307260502757
5050,GSWI,1_30,2012,ACT,PRIVMAND,3,,db97d211-cae4-4d0b-b916-b20a706a146c,,425.890625,79.2072969905765
5051,GSWI,1_30,2012,ACT,PRIVMAND,3,,f28ab391-4469-4ec8-86c6-5c1cccab0f52,,426.0234375,113.819223522379
5052,GSWI,1_30,2012,ACT,PRIVMAND,3,,175fed5e-22d7-4fa4-a0f6-2eeb5796cbdd,,299.07421875,82.4372126583543
5053,GSWI,12_1,2017,ACT,PRIVMAND,3,,1f6fd291-ea4e-491f-b34f-7b7e446b2c67,,354.5,95.9728150752351
5054,GSWI,1_6,2017,ACT,PRIVVOL,3,,50856462-84b3-46f6-b10a-93f5ff907d9a,,46.89453125,30.4738660070846
5055,GSWI,1_6,2017,ACT,PRIVVOL,3,,fb8c76d7-3fad-45b6-8e61-8993e1321304,,82.40625,58.5102643472565
5056,GSWI,1_6,2017,ACT,PRIVVOL,3,,5fc6af21-e9c9-448a-8c47-f42d7862b6ad,,56.5,30.4833181797278
5057,GSWI,6_14,2017,ACT,PRIVMAND,3,,fb6faf3a-04d7-482d-9b36-88b54b44f52b,,121.12109375,49.7200213207666
5058,GSWI,12_13,2017,ACT,PRIVPWDMAINT,3,,d2c5985c-b127-4758-b861-e9affc80e552,,205.30078125,85.4820648412039
5059,GSWI,11_15,2016,ACT,PRIVVOLSMIP,3,,f22d3f78-5b8b-49ac-ae91-4bd3bde99c9b,,106.58984375,46.448375354865
5060,GSWI,,,ACT,PRIVMAND,3,,bf9d2d5b-7d0f-4274-bff5-69db9d08f6fd,,328.44921875,65.7709788703588
5061,GSWI,3_5,2014,ACT,PRIVMAND,3,,5b3814df-68c4-4f4e-ab95-0fecbe2b7959,,22.76171875,38.8145578193457
5062,GSWI,11_1,2017,ACT,PRIVMAND,3,,fb2f2e1b-3880-4929-8e42-f8a38c298c4e,,24.7578125,22.6708506325866
5063,GSWI,11_1,2017,ACT,PRIVMAND,3,,7245c28e-057d-4985-89f3-715fb21f9ae8,,9.69921875,11.5162162740422
5064,GSWI,11_1,2017,ACT,PRIVMAND,3,,3599d8a8-1221-42c7-aeec-b189d4e3efc3,,18.05859375,15.7059912082245
5065,GSWI,11_1,2017,ACT,PRIVMAND,3,,d453a420-5a8f-422e-8ecc-1a5a306b11d6,,26.19140625,18.5624011303588
5066,GSWI,,,ACT,PRIVMAND,3,,0c7d3b90-5c87-46d0-9da9-716adcfcdb1d,,154.05078125,166.35291279802
5067,GSWI,,,PRP,PRIVMAND,3,,ff521b66-d08f-4acb-bc10-270d44aed98b,,244.58984375,72.5349491417787
5068,GSWI,,,PRP,PRIVMAND,3,,ed0804fa-6f55-4d05-b881-0859979f5217,,773.6328125,151.699211079081
5069,GSWI,,,PRP,PRIVMAND,3,,2a02ff64-d599-4e5d-a082-6253b77a0f5d,,141.1328125,84.4330935932098
5070,GSWI,,,PRP,PRIVMAND,3,,a0db4472-d571-4443-99e7-b72add32afb2,,109.67578125,82.8811059051986
5071,GSWI,1_1,9999,ACT,PRIV,3,,f36e57db-a0aa-4c06-975b-84f2ca3ad01c,,1898.80078125,177.785968828304
5072,GSWI,6_7,2016,ACT,PWD,3,,e4038f39-91e2-4191-8b2c-28aa2194fee1,,238.0078125,67.4487971646177
5073,GSWI,11_23,2018,ACT,PRIVMAND,3,,a01a8b93-2406-4ecb-9f7a-a6396821350a,,68.13671875,37.7885907358555
5074,GSWI,8_23,2017,ACT,PRIVMAND,3,,357f1cca-e8e4-4221-b00d-55fe73b293ae,,206.4609375,121.447462764184
5075,GSWI,,,PRP,PRIVMAND,3,,0d12a6f2-7f24-4b41-a0f1-c3f08c7c55bf,,76.5234375,82.8309390854458
5076,GSWI,1_28,2015,ACT,PRIVMAND,3,,269f1c10-9654-4209-baeb-c11734c45bbd,,31.66015625,24.4235660081478
5077,GSWI,9_8,2013,ACT,PWD,3,,53bf713a-63aa-46da-9f7a-6a733f12e0f7,,292.72265625,97.5839724393164
5078,GSWI,10_10,2012,ACT,PRIVPWDMAINT,3,,c8bdb4b9-300a-4206-85a2-4d018ec988c8,,21.47265625,18.7681844685591
5079,GSWI,5_25,2016,ACT,PRIVMAND,3,,379e1eae-dcf2-4cf6-a278-7f3824f6f358,,218.0390625,59.7995904852971
5080,GSWI,11_23,2016,ACT,PRIVMAND,3,,676d8404-ec93-49bc-9a84-b1fb84e90f86,,157.015625,102.487258792562
5081,GSWI,3_13,2012,ACT,PRIVPWDMAINT,3,,45d8b763-08be-48dd-9c52-e6eb9be5e821,,409.73046875,95.6147032348538
5082,GSWI,9_13,2016,ACT,PRIVMAND,3,,30fa0835-7518-4e6d-a18e-1eb2391f755d,,35.4296875,22.1986218588578
5083,GSWI,9_13,2016,ACT,PRIVMAND,3,,9fa005b8-4ea6-4b61-a502-23362f00a621,,114.08984375,61.7550713553773
5084,GSWI,9_13,2016,ACT,PRIVMAND,3,,ae69f869-d45c-4bfd-b206-7c915a44b72d,,289.60546875,87.1129480961543
5085,GSWI,9_13,2016,ACT,PRIVMAND,3,,a7ec5fa0-6868-4149-a041-5407c05befb4,,439.70703125,134.667885291825
5086,GSWI,9_13,2016,ACT,PRIVMAND,3,,a871114d-0337-4e9a-9c69-71ae0c1230a3,,174.21875,77.0139861489492
5087,GSWI,12_23,2016,ACT,PRIVMAND,3,,5e018cd5-1361-4a4f-be52-db505c7815e8,,104.875,46.0834959445555
